onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
3	0.5	0.35	3	VERTICAL-L-R-1	prf/prf_1_001.png	1
3.85	0.5	0.35	4	VERTICAL-L-R-2	prf/prf_1_002.png	2
4.7	0.5	0.35	5	VERTICAL-L-R-3	prf/prf_1_003.png	3
5.55	0.5	0.35	6	VERTICAL-L-R-4	prf/prf_1_004.png	4
6.4	0.5	0.35	7	VERTICAL-L-R-5	prf/prf_1_005.png	5
7.25	0.5	0.35	8	VERTICAL-L-R-6	prf/prf_1_006.png	6
8.1	0.5	0.35	9	VERTICAL-L-R-7	prf/prf_1_007.png	7
8.95	0.5	0.35	10	VERTICAL-L-R-8	prf/prf_1_008.png	8
9.8	0.5	0.35	11	VERTICAL-L-R-9	prf/prf_1_009.png	9
10.65	0.5	0.35	12	VERTICAL-L-R-10	prf/prf_1_010.png	10
11.5	0.5	0.35	13	VERTICAL-L-R-11	prf/prf_1_011.png	11
12.35	0.5	0.35	14	VERTICAL-L-R-12	prf/prf_1_012.png	12
13.2	0.5	0.35	15	VERTICAL-L-R-13	prf/prf_1_013.png	13
14.05	0.5	0.35	16	VERTICAL-L-R-14	prf/prf_1_014.png	14
14.9	0.5	0.35	17	VERTICAL-L-R-15	prf/prf_1_015.png	15
15.75	0.5	0.35	18	VERTICAL-L-R-16	prf/prf_1_016.png	16
16.6	0.5	0.35	19	VERTICAL-L-R-17	prf/prf_1_017.png	17
17.45	0.5	0.35	20	VERTICAL-L-R-18	prf/prf_1_018.png	18
18.3	0.5	0.35	21	VERTICAL-L-R-19	prf/prf_1_019.png	19
19.15	0.5	0.35	22	VERTICAL-L-R-20	prf/prf_1_020.png	20
20	0.5	0.35	23	VERTICAL-L-R-21	prf/prf_1_021.png	21
20.85	0.5	0.35	24	VERTICAL-L-R-22	prf/prf_1_022.png	22
21.7	0.5	0.35	25	VERTICAL-L-R-23	prf/prf_1_023.png	23
22.55	0.5	0.35	26	VERTICAL-L-R-24	prf/prf_1_024.png	24
23.4	0.5	0.35	27	VERTICAL-L-R-25	prf/prf_1_025.png	25
24.25	0.5	0.35	28	VERTICAL-L-R-26	prf/prf_1_026.png	26
25.1	0.5	0.35	29	VERTICAL-L-R-27	prf/prf_1_027.png	27
25.95	0.5	0.35	30	VERTICAL-L-R-28	prf/prf_1_028.png	28
26.8	0.5	0.35	59	DIAGONAL-RD-LU-1	prf/prf_1_029.png	29
27.65	0.5	0.35	60	DIAGONAL-RD-LU-2	prf/prf_1_030.png	30
